t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
1.02,0.8122,0.0,0.0751,0.1317,0.0534,0.8295,0.8373,sym,0
1.04,0.8204,0.0,0.0615,0.1194,0.0527,0.8411,0.8452,sym,0
1.06,0.8278,0.0,0.0514,0.1082,0.0511,0.8565,0.8519,sym,0
1.08,0.835,0.0,0.0469,0.0975,0.053,0.8594,0.8599,sym,0
1.1,0.8416,0.0,0.0383,0.0876,0.048,0.878,0.8642,sym,0
1.12,0.8478,0.0,0.0408,0.0783,0.0505,0.8701,0.8716,sym,0
1.14,0.8535,0.0,0.0291,0.0698,0.0451,0.8902,0.8747,sym,0
1.16,0.8586,0.0,0.0335,0.062,0.0477,0.8805,0.881,sym,0
1.18,0.8635,0.0,0.0233,0.0548,0.0424,0.9001,0.8834,sym,0
1.2,0.8679,0.0,0.0282,0.0482,0.0457,0.8884,0.8894,sym,0
1.22,0.872,0.0,0.0199,0.042,0.0404,0.9076,0.891,sym,0
1.24,0.8757,0.0,0.0243,0.0364,0.0439,0.895,0.8963,sym,0
1.26,0.8793,0.0,0.0188,0.0311,0.0401,0.911,0.8981,sym,0
1.28,0.8824,0.0,0.0206,0.0264,0.0423,0.9009,0.9023,sym,0
1.3,0.8854,0.0,0.018,0.0219,0.0399,0.9129,0.9041,sym,0
1.32,0.8881,0.0,0.0191,0.0179,0.0409,0.9058,0.9073,sym,0
1.34,0.8906,0.0,0.0174,0.0141,0.0399,0.9133,0.9093,sym,0
1.36,0.8928,0.0,0.0179,0.0107,0.0403,0.9087,0.9118,sym,0
1.38,0.895,0.0,0.0169,0.0076,0.0393,0.9146,0.9134,sym,0
1.4,0.8969,0.0,0.0172,0.0047,0.0397,0.911,0.9155,sym,0
1.42,0.8986,0.0,0.0163,0.0021,0.0388,0.9158,0.9169,sym,0
1.44,0.899,0.0,0.0168,0.0014,0.0394,0.9126,0.9175,sym,0
1.46,0.899,0.0,0.0164,0.0014,0.0389,0.9157,0.9173,sym,0
1.48,0.899,0.0,0.0167,0.0014,0.0393,0.913,0.9175,sym,0
1.5,0.899,0.0,0.0164,0.0014,0.0389,0.9155,0.9173,sym,0
1.52,0.899,0.0,0.0167,0.0014,0.0392,0.9133,0.9175,sym,0
1.54,0.899,0.0,0.0164,0.0014,0.0389,0.9154,0.9173,sym,0
1.56,0.899,0.0,0.0167,0.0014,0.0392,0.9134,0.9175,sym,0
1.58,0.899,0.0,0.0164,0.0014,0.0389,0.9153,0.9173,sym,0
1.6,0.899,0.0,0.0167,0.0014,0.0392,0.9136,0.9175,sym,0
1.62,0.899,0.0,0.0165,0.0014,0.039,0.9151,0.9173,sym,0
1.64,0.899,0.0,0.0166,0.0014,0.0392,0.9137,0.9174,sym,0
1.66,0.899,0.0,0.0165,0.0014,0.039,0.915,0.9174,sym,0
1.68,0.899,0.0,0.0166,0.0014,0.0391,0.9138,0.9174,sym,0
1.7,0.899,0.0,0.0165,0.0014,0.039,0.915,0.9174,sym,0
1.72,0.899,0.0,0.0166,0.0014,0.0391,0.9139,0.9174,sym,0
1.74,0.899,0.0,0.0165,0.0014,0.039,0.9149,0.9174,sym,0
1.76,0.899,0.0,0.0166,0.0014,0.0391,0.914,0.9174,sym,0
1.78,0.899,0.0,0.0165,0.0014,0.039,0.9148,0.9174,sym,0
1.8,0.899,0.0,0.0166,0.0014,0.0391,0.9141,0.9174,sym,0
1.82,0.899,0.0,0.0165,0.0014,0.039,0.9148,0.9174,sym,0
