t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
1.0,0.7962,0.0,0.101,0.1557,0.0556,0.8089,0.8224,sym,0
1.02,0.8056,0.0,0.084,0.1416,0.0525,0.8232,0.8303,sym,0
1.04,0.8141,0.0,0.0728,0.1288,0.0541,0.8303,0.8395,sym,0
1.06,0.8222,0.0,0.0577,0.1168,0.0515,0.8466,0.8464,sym,0
1.08,0.8295,0.0,0.0511,0.1058,0.0525,0.8554,0.8541,sym,0
1.1,0.8366,0.0,0.0437,0.0951,0.0509,0.8672,0.8605,sym,0
1.12,0.843,0.0,0.0414,0.0855,0.0504,0.871,0.8667,sym,0
1.14,0.8492,0.0,0.0355,0.0761,0.0479,0.8793,0.8718,sym,0
1.16,0.8546,0.0,0.0336,0.0682,0.047,0.8824,0.8766,sym,0
1.18,0.8599,0.0,0.0287,0.0601,0.0452,0.8892,0.8812,sym,0
1.2,0.8644,0.0,0.0272,0.0534,0.0446,0.892,0.8853,sym,0
1.22,0.869,0.0,0.0241,0.0465,0.0435,0.8971,0.8894,sym,0
1.24,0.8728,0.0,0.0229,0.0408,0.0432,0.899,0.8931,sym,0
1.26,0.8767,0.0,0.0203,0.035,0.0422,0.9033,0.8965,sym,0
1.28,0.8799,0.0,0.0197,0.0301,0.0416,0.905,0.8995,sym,0
1.3,0.8831,0.0,0.019,0.0253,0.0408,0.9077,0.9023,sym,0
1.32,0.886,0.0,0.0187,0.021,0.0408,0.908,0.9051,sym,0
1.34,0.8887,0.0,0.0181,0.017,0.0404,0.9097,0.9077,sym,0
1.36,0.8911,0.0,0.0178,0.0134,0.0403,0.9101,0.91,sym,0
1.38,0.8933,0.0,0.0174,0.01,0.0398,0.9118,0.912,sym,0
1.4,0.8954,0.0,0.0171,0.0069,0.0396,0.9123,0.914,sym,0
1.42,0.8973,0.0,0.0167,0.0041,0.0392,0.9138,0.9157,sym,0
1.44,0.8977,0.0,0.0168,0.0034,0.0393,0.9134,0.9162,sym,0
1.46,0.8977,0.0,0.0167,0.0034,0.0392,0.914,0.9161,sym,0
1.48,0.8977,0.0,0.0168,0.0034,0.0393,0.9135,0.9162,sym,0
1.5,0.8977,0.0,0.0167,0.0034,0.0392,0.914,0.9161,sym,0
1.52,0.8977,0.0,0.0168,0.0034,0.0393,0.9135,0.9162,sym,0
1.54,0.8977,0.0,0.0167,0.0034,0.0392,0.914,0.9161,sym,0
1.56,0.8977,0.0,0.0168,0.0034,0.0393,0.9135,0.9162,sym,0
1.58,0.8977,0.0,0.0167,0.0034,0.0392,0.914,0.9161,sym,0
1.6,0.8977,0.0,0.0168,0.0034,0.0393,0.9136,0.9162,sym,0
1.62,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
1.64,0.8977,0.0,0.0168,0.0034,0.0393,0.9136,0.9162,sym,0
1.66,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
1.68,0.8977,0.0,0.0168,0.0034,0.0393,0.9136,0.9162,sym,0
1.7,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
1.72,0.8977,0.0,0.0168,0.0034,0.0393,0.9136,0.9162,sym,0
1.74,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
1.76,0.8977,0.0,0.0168,0.0034,0.0393,0.9136,0.9162,sym,0
1.78,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
1.8,0.8977,0.0,0.0168,0.0034,0.0393,0.9137,0.9162,sym,0
1.82,0.8977,0.0,0.0167,0.0034,0.0392,0.9139,0.9161,sym,0
