scenario_row,rollout_id,strategy_id,predicted_class,true_class,correct,confidence,gated
63,63,0,6,1,0,0.4902,1
64,64,3,6,1,0,0.929,0
65,65,0,6,1,0,0.489,1
66,66,3,6,1,0,0.7233,0
67,67,2,4,1,0,0.8843,0
68,68,3,6,1,0,0.8279,0
69,69,0,0,1,0,0.6563,1
70,70,0,1,1,1,0.611,1
71,71,0,6,1,0,0.4761,1
72,72,3,6,1,0,0.8914,0
73,73,0,1,1,1,0.8227,0
74,74,0,6,1,0,0.3003,1
75,75,2,4,1,0,0.9272,0
76,76,0,0,1,0,0.673,1
77,77,0,1,1,1,0.5038,1
78,78,3,6,1,0,0.8134,0
79,79,0,1,1,1,0.6459,1
80,80,3,6,1,0,0.9754,0
81,81,0,1,1,1,0.9696,0
82,82,3,6,1,0,0.9449,0
83,83,2,4,1,0,0.9092,0
84,84,0,6,1,0,0.4973,1
85,85,0,0,1,0,0.4154,1
86,86,3,6,1,0,0.8746,0
87,87,0,1,1,1,0.7506,0
88,88,0,6,1,0,0.4838,1
89,89,0,0,1,0,0.5972,1
90,90,0,0,1,0,0.3013,1
91,91,0,2,1,0,0.501,1
92,92,0,6,1,0,0.4994,1
93,93,0,6,1,0,0.5101,1
94,94,3,6,1,0,0.794,0
95,95,0,1,1,1,0.7596,0
96,96,0,6,1,0,0.5073,1
97,97,0,0,1,0,0.643,1
98,98,0,0,1,0,0.3072,1
99,99,0,1,1,1,0.8625,0
100,100,0,2,1,0,0.4854,1
101,101,0,0,2,0,0.4085,1
102,102,0,2,2,1,0.8612,0
103,103,0,0,2,0,0.6843,1
104,104,0,6,2,0,0.5763,1
105,105,0,2,2,1,0.5651,1
106,106,0,2,2,1,0.4272,1
107,107,0,6,2,0,0.4031,1
108,108,3,6,2,0,0.7904,0
109,109,0,6,2,0,0.5954,1
110,110,0,1,2,0,0.5819,1
111,111,0,0,2,0,0.3945,1
112,112,0,2,2,1,0.7806,0
113,113,0,2,2,1,0.8879,0
114,114,0,6,2,0,0.5505,1
115,115,3,6,2,0,0.8354,0
116,116,0,2,2,1,0.9233,0
117,117,0,2,2,1,0.9935,0
118,118,0,2,2,1,0.904,0
119,119,3,6,2,0,0.7975,0
120,120,0,1,2,0,0.6424,1
121,121,0,0,2,0,0.3619,1
122,122,0,0,2,0,0.3341,1
123,123,0,2,2,1,0.5509,1
124,124,0,2,2,1,0.5603,1
125,125,3,6,2,0,0.73,0
126,126,0,2,2,1,0.4534,1
127,127,0,2,2,1,0.6234,1
128,128,3,6,2,0,0.7086,0
129,129,3,6,2,0,0.8355,0
130,130,3,6,2,0,0.9598,0
131,131,0,6,2,0,0.4409,1
132,132,0,6,2,0,0.5089,1
133,133,0,6,2,0,0.4827,1
134,134,0,2,2,1,0.741,0
135,135,0,6,2,0,0.4227,1
136,136,0,6,2,0,0.6099,1
137,137,3,6,2,0,0.9759,0
138,138,3,6,2,0,0.9865,0
139,139,3,6,2,0,0.9802,0
140,140,0,2,2,1,0.9247,0
141,141,0,6,2,0,0.4359,1
142,142,3,6,2,0,0.9251,0
143,143,3,6,2,0,0.9613,0
144,144,0,2,2,1,0.5717,1
145,145,0,6,2,0,0.6125,1
146,146,3,6,2,0,0.7161,0
147,147,3,6,2,0,0.7863,0
148,148,0,2,2,1,0.9928,0
149,149,3,6,2,0,0.9189,0
150,150,3,6,2,0,0.9291,0
151,151,0,1,3,0,0.4441,1
152,152,1,3,3,1,0.9868,0
153,153,1,3,3,1,0.9687,0
154,154,1,3,3,1,0.9334,0
155,155,0,1,3,0,0.6008,1
156,156,0,3,3,1,0.3947,1
157,157,1,3,3,1,0.9232,0
158,158,0,1,3,0,0.6051,1
159,159,0,5,3,0,0.3384,1
160,160,1,3,3,1,0.9871,0
161,161,3,5,3,0,0.9156,0
162,162,0,3,3,1,0.3126,1
163,163,1,3,3,1,0.9719,0
164,164,0,3,3,1,0.5076,1
165,165,0,0,3,0,0.6371,1
166,166,0,0,3,0,0.4735,1
167,167,3,5,3,0,0.7363,0
168,168,0,3,3,1,0.3118,1
169,169,1,3,3,1,0.7721,0
170,170,3,5,3,0,0.976,0
171,171,3,5,3,0,0.918,0
172,172,0,5,3,0,0.6626,1
173,173,1,3,3,1,0.7921,0
174,174,0,5,3,0,0.4312,1
175,175,1,3,3,1,0.7531,0
176,176,3,5,3,0,0.9665,0
177,177,1,3,3,1,0.8592,0
178,178,0,3,3,1,0.3817,1
179,179,3,5,3,0,0.9725,0
180,180,1,3,3,1,0.9908,0
181,181,3,5,3,0,0.9385,0
182,182,1,3,3,1,0.7497,0
183,183,1,3,3,1,0.8032,0
184,184,0,3,3,1,0.5675,1
185,185,3,5,3,0,0.8862,0
186,186,0,3,3,1,0.433,1
187,187,0,3,3,1,0.4754,1
188,188,1,3,3,1,0.9909,0
189,189,1,3,3,1,0.9898,0
190,190,1,3,3,1,0.9418,0
191,191,1,3,3,1,0.82,0
192,192,0,6,3,0,0.4691,1
193,193,1,3,3,1,0.7277,0
194,194,1,3,3,1,0.8746,0
195,195,3,5,3,0,0.9595,0
196,196,1,3,3,1,0.9764,0
197,197,0,5,3,0,0.4233,1
198,198,0,1,3,0,0.5534,1
199,199,0,4,3,0,0.5937,1
200,200,0,0,3,0,0.5696,1
201,201,2,4,4,1,1.0,0
202,202,3,5,4,0,0.9287,0
203,203,2,4,4,1,0.9979,0
204,204,2,4,4,1,0.9987,0
205,205,2,4,4,1,0.9999,0
206,206,0,6,4,0,0.4488,1
207,207,0,5,4,0,0.5385,1
208,208,2,4,4,1,0.9999,0
209,209,2,4,4,1,0.9366,0
210,210,2,4,4,1,0.9976,0
211,211,2,4,4,1,0.9843,0
212,212,2,4,4,1,0.9999,0
213,213,2,4,4,1,0.9136,0
214,214,2,4,4,1,0.9986,0
215,215,2,4,4,1,0.9995,0
216,216,0,6,4,0,0.2855,1
217,217,2,4,4,1,0.9533,0
218,218,2,4,4,1,0.9999,0
219,219,2,4,4,1,0.9984,0
220,220,2,4,4,1,1.0,0
221,221,3,5,4,0,0.7942,0
222,222,2,4,4,1,0.9982,0
223,223,2,4,4,1,0.993,0
224,224,2,4,4,1,0.9961,0
225,225,2,4,4,1,0.9864,0
226,226,2,4,4,1,0.9992,0
227,227,2,4,4,1,0.9956,0
228,228,3,6,4,0,0.721,0
229,229,2,4,4,1,0.9731,0
230,230,3,6,4,0,0.7009,0
231,231,2,4,4,1,0.9999,0
232,232,2,4,4,1,0.9844,0
233,233,2,4,4,1,0.9998,0
234,234,2,4,4,1,0.9853,0
235,235,2,4,4,1,0.9903,0
236,236,3,6,4,0,0.8468,0
237,237,2,4,4,1,0.9914,0
238,238,2,4,4,1,0.9996,0
239,239,2,4,4,1,0.9999,0
240,240,2,4,4,1,1.0,0
241,241,2,4,4,1,0.9986,0
242,242,2,4,4,1,0.9959,0
243,243,2,4,4,1,0.9995,0
244,244,2,4,4,1,0.9996,0
245,245,3,6,4,0,0.9119,0
246,246,2,4,4,1,1.0,0
247,247,2,4,4,1,1.0,0
248,248,2,4,4,1,0.9752,0
249,249,2,4,4,1,0.9953,0
250,250,2,4,4,1,0.9995,0
251,251,3,5,5,1,0.9954,0
252,252,3,5,5,1,1.0,0
253,253,3,5,5,1,0.9998,0
254,254,3,5,5,1,0.999,0
255,255,3,5,5,1,0.8538,0
256,256,3,5,5,1,1.0,0
257,257,3,5,5,1,0.9905,0
258,258,3,5,5,1,0.9933,0
259,259,3,5,5,1,0.9989,0
260,260,3,5,5,1,0.9985,0
261,261,3,5,5,1,0.9516,0
262,262,3,5,5,1,0.9997,0
263,263,3,5,5,1,0.997,0
264,264,3,5,5,1,0.999,0
265,265,3,5,5,1,0.9888,0
266,266,3,5,5,1,0.9995,0
267,267,3,5,5,1,1.0,0
268,268,3,5,5,1,0.8543,0
269,269,3,5,5,1,0.9999,0
270,270,3,5,5,1,0.9972,0
271,271,3,5,5,1,0.9998,0
272,272,3,5,5,1,0.9956,0
273,273,0,5,5,1,0.5485,1
274,274,3,5,5,1,0.9946,0
275,275,3,5,5,1,0.9945,0
276,276,3,5,5,1,0.9863,0
277,277,3,5,5,1,0.999,0
278,278,0,5,5,1,0.5634,1
279,279,3,5,5,1,0.9998,0
280,280,3,5,5,1,0.9988,0
281,281,3,5,5,1,0.9339,0
282,282,3,5,5,1,0.9999,0
283,283,3,5,5,1,0.9989,0
284,284,3,5,5,1,0.9057,0
285,285,3,5,5,1,0.9999,0
286,286,3,5,5,1,0.9903,0
287,287,3,5,5,1,0.9999,0
288,288,3,5,5,1,1.0,0
289,289,3,5,5,1,0.9978,0
290,290,3,5,5,1,0.9999,0
291,291,3,5,5,1,0.9998,0
292,292,3,5,5,1,0.9994,0
293,293,3,5,5,1,0.9628,0
294,294,3,5,5,1,0.9901,0
295,295,3,5,5,1,0.9979,0
296,296,3,5,5,1,0.9171,0
297,297,3,5,5,1,0.9995,0
298,298,3,5,5,1,0.9975,0
299,299,3,5,5,1,0.9983,0
300,300,3,5,5,1,0.9991,0
301,301,3,6,6,1,0.9272,0
302,302,3,6,6,1,0.847,0
303,303,3,6,6,1,0.9954,0
304,304,3,6,6,1,0.8963,0
305,305,3,6,6,1,0.7186,0
306,306,0,6,6,1,0.5993,1
307,307,0,6,6,1,0.4656,1
308,308,0,2,6,0,0.4388,1
309,309,0,6,6,1,0.5805,1
310,310,2,4,6,0,0.8403,0
311,311,3,6,6,1,0.8065,0
312,312,3,6,6,1,0.8842,0
313,313,2,4,6,0,0.8273,0
314,314,0,6,6,1,0.6536,1
315,315,0,6,6,1,0.6342,1
316,316,3,6,6,1,0.8708,0
317,317,0,1,6,0,0.5884,1
318,318,3,6,6,1,0.8481,0
319,319,0,1,6,0,0.3305,1
320,320,0,4,6,0,0.4491,1
321,321,0,0,6,0,0.3061,1
322,322,0,4,6,0,0.6957,1
323,323,0,0,6,0,0.7057,0
324,324,0,2,6,0,0.6852,1
325,325,2,4,6,0,0.7806,0
326,326,0,6,6,1,0.5597,1
327,327,3,6,6,1,0.8694,0
328,328,3,6,6,1,0.8462,0
329,329,0,6,6,1,0.3272,1
330,330,3,6,6,1,0.7094,0
331,331,0,0,6,0,0.3384,1
332,332,0,0,6,0,0.3069,1
333,333,0,6,6,1,0.4231,1
334,334,0,6,6,1,0.5253,1
335,335,3,6,6,1,0.9581,0
336,336,0,2,6,0,0.7321,0
337,337,0,6,6,1,0.6201,1
338,338,0,6,6,1,0.5742,1
339,339,0,6,6,1,0.4194,1
340,340,3,6,6,1,0.8009,0
341,341,2,4,6,0,0.7222,0
342,342,3,6,6,1,0.9227,0
343,343,0,6,6,1,0.6073,1
344,344,3,6,6,1,0.8895,0
345,345,3,6,6,1,0.8378,0
346,346,0,1,6,0,0.356,1
347,347,3,6,6,1,0.9655,0
348,348,0,6,6,1,0.5892,1
349,349,3,6,6,1,0.7538,0
350,350,0,0,6,0,0.3596,1
